id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,garis_kemiskinan,satuan,tahun
254,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,260160,RUPIAH/KAPITA/BULAN,2013
255,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,350455,RUPIAH/KAPITA/BULAN,2013
256,32,JAWA BARAT,3213,KABUPATEN SUBANG,272854,RUPIAH/KAPITA/BULAN,2013
257,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,271270,RUPIAH/KAPITA/BULAN,2013
258,32,JAWA BARAT,3215,KABUPATEN KARAWANG,335273,RUPIAH/KAPITA/BULAN,2013
259,32,JAWA BARAT,3216,KABUPATEN BEKASI,361510,RUPIAH/KAPITA/BULAN,2013
260,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,256789,RUPIAH/KAPITA/BULAN,2013
261,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0,RUPIAH/KAPITA/BULAN,2013
262,32,JAWA BARAT,3271,KOTA BOGOR,360518,RUPIAH/KAPITA/BULAN,2013
263,32,JAWA BARAT,3272,KOTA SUKABUMI,380856,RUPIAH/KAPITA/BULAN,2013
264,32,JAWA BARAT,3273,KOTA BANDUNG,340355,RUPIAH/KAPITA/BULAN,2013
265,32,JAWA BARAT,3274,KOTA CIREBON,334439,RUPIAH/KAPITA/BULAN,2013
266,32,JAWA BARAT,3275,KOTA BEKASI,449026,RUPIAH/KAPITA/BULAN,2013
267,32,JAWA BARAT,3276,KOTA DEPOK,443302,RUPIAH/KAPITA/BULAN,2013
268,32,JAWA BARAT,3277,KOTA CIMAHI,347234,RUPIAH/KAPITA/BULAN,2013
269,32,JAWA BARAT,3278,KOTA TASIKMALAYA,337841,RUPIAH/KAPITA/BULAN,2013
270,32,JAWA BARAT,3279,KOTA BANJAR,250311,RUPIAH/KAPITA/BULAN,2013
271,32,JAWA BARAT,3201,KABUPATEN BOGOR,280312,RUPIAH/KAPITA/BULAN,2014
272,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,247800,RUPIAH/KAPITA/BULAN,2014
273,32,JAWA BARAT,3203,KABUPATEN CIANJUR,273506,RUPIAH/KAPITA/BULAN,2014
274,32,JAWA BARAT,3204,KABUPATEN BANDUNG,264129,RUPIAH/KAPITA/BULAN,2014
275,32,JAWA BARAT,3205,KABUPATEN GARUT,234661,RUPIAH/KAPITA/BULAN,2014
276,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,246796,RUPIAH/KAPITA/BULAN,2014
277,32,JAWA BARAT,3207,KABUPATEN CIAMIS,283227,RUPIAH/KAPITA/BULAN,2014
278,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,271015,RUPIAH/KAPITA/BULAN,2014
279,32,JAWA BARAT,3209,KABUPATEN CIREBON,312194,RUPIAH/KAPITA/BULAN,2014
280,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,368900,RUPIAH/KAPITA/BULAN,2014
281,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,265495,RUPIAH/KAPITA/BULAN,2014
282,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,364360,RUPIAH/KAPITA/BULAN,2014
283,32,JAWA BARAT,3213,KABUPATEN SUBANG,280501,RUPIAH/KAPITA/BULAN,2014
284,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,281524,RUPIAH/KAPITA/BULAN,2014
285,32,JAWA BARAT,3215,KABUPATEN KARAWANG,344477,RUPIAH/KAPITA/BULAN,2014
286,32,JAWA BARAT,3216,KABUPATEN BEKASI,374255,RUPIAH/KAPITA/BULAN,2014
287,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,264244,RUPIAH/KAPITA/BULAN,2014
288,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0,RUPIAH/KAPITA/BULAN,2014
289,32,JAWA BARAT,3271,KOTA BOGOR,372886,RUPIAH/KAPITA/BULAN,2014
290,32,JAWA BARAT,3272,KOTA SUKABUMI,395131,RUPIAH/KAPITA/BULAN,2014
291,32,JAWA BARAT,3273,KOTA BANDUNG,353423,RUPIAH/KAPITA/BULAN,2014
292,32,JAWA BARAT,3274,KOTA CIREBON,349599,RUPIAH/KAPITA/BULAN,2014
293,32,JAWA BARAT,3275,KOTA BEKASI,466851,RUPIAH/KAPITA/BULAN,2014
294,32,JAWA BARAT,3276,KOTA DEPOK,462069,RUPIAH/KAPITA/BULAN,2014
295,32,JAWA BARAT,3277,KOTA CIMAHI,361794,RUPIAH/KAPITA/BULAN,2014
296,32,JAWA BARAT,3278,KOTA TASIKMALAYA,351718,RUPIAH/KAPITA/BULAN,2014
297,32,JAWA BARAT,3279,KOTA BANJAR,260742,RUPIAH/KAPITA/BULAN,2014
298,32,JAWA BARAT,3201,KABUPATEN BOGOR,290874,RUPIAH/KAPITA/BULAN,2015
299,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,260068,RUPIAH/KAPITA/BULAN,2015
300,32,JAWA BARAT,3203,KABUPATEN CIANJUR,287939,RUPIAH/KAPITA/BULAN,2015
301,32,JAWA BARAT,3204,KABUPATEN BANDUNG,275562,RUPIAH/KAPITA/BULAN,2015
302,32,JAWA BARAT,3205,KABUPATEN GARUT,241068,RUPIAH/KAPITA/BULAN,2015
303,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,255540,RUPIAH/KAPITA/BULAN,2015
304,32,JAWA BARAT,3207,KABUPATEN CIAMIS,296647,RUPIAH/KAPITA/BULAN,2015
305,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,276154,RUPIAH/KAPITA/BULAN,2015
306,32,JAWA BARAT,3209,KABUPATEN CIREBON,327032,RUPIAH/KAPITA/BULAN,2015
307,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,379354,RUPIAH/KAPITA/BULAN,2015
308,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,281649,RUPIAH/KAPITA/BULAN,2015
309,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,379088,RUPIAH/KAPITA/BULAN,2015
310,32,JAWA BARAT,3213,KABUPATEN SUBANG,295174,RUPIAH/KAPITA/BULAN,2015
311,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,296477,RUPIAH/KAPITA/BULAN,2015
312,32,JAWA BARAT,3215,KABUPATEN KARAWANG,363105,RUPIAH/KAPITA/BULAN,2015
313,32,JAWA BARAT,3216,KABUPATEN BEKASI,394513,RUPIAH/KAPITA/BULAN,2015
314,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,275327,RUPIAH/KAPITA/BULAN,2015
315,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,303646,RUPIAH/KAPITA/BULAN,2015
316,32,JAWA BARAT,3271,KOTA BOGOR,392405,RUPIAH/KAPITA/BULAN,2015
317,32,JAWA BARAT,3272,KOTA SUKABUMI,421908,RUPIAH/KAPITA/BULAN,2015
318,32,JAWA BARAT,3273,KOTA BANDUNG,376311,RUPIAH/KAPITA/BULAN,2015
319,32,JAWA BARAT,3274,KOTA CIREBON,358654,RUPIAH/KAPITA/BULAN,2015
320,32,JAWA BARAT,3275,KOTA BEKASI,497343,RUPIAH/KAPITA/BULAN,2015
321,32,JAWA BARAT,3276,KOTA DEPOK,496747,RUPIAH/KAPITA/BULAN,2015
322,32,JAWA BARAT,3277,KOTA CIMAHI,386513,RUPIAH/KAPITA/BULAN,2015
323,32,JAWA BARAT,3278,KOTA TASIKMALAYA,367673,RUPIAH/KAPITA/BULAN,2015
324,32,JAWA BARAT,3279,KOTA BANJAR,271017,RUPIAH/KAPITA/BULAN,2015
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,317430,RUPIAH/KAPITA/BULAN,2016
326,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,270055,RUPIAH/KAPITA/BULAN,2016
327,32,JAWA BARAT,3203,KABUPATEN CIANJUR,304255,RUPIAH/KAPITA/BULAN,2016
328,32,JAWA BARAT,3204,KABUPATEN BANDUNG,297483,RUPIAH/KAPITA/BULAN,2016
329,32,JAWA BARAT,3205,KABUPATEN GARUT,256770,RUPIAH/KAPITA/BULAN,2016
330,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,274470,RUPIAH/KAPITA/BULAN,2016
331,32,JAWA BARAT,3207,KABUPATEN CIAMIS,319150,RUPIAH/KAPITA/BULAN,2016
332,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,289901,RUPIAH/KAPITA/BULAN,2016
333,32,JAWA BARAT,3209,KABUPATEN CIREBON,333758,RUPIAH/KAPITA/BULAN,2016
334,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,393071,RUPIAH/KAPITA/BULAN,2016
335,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,295009,RUPIAH/KAPITA/BULAN,2016
336,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,397196,RUPIAH/KAPITA/BULAN,2016
337,32,JAWA BARAT,3213,KABUPATEN SUBANG,303583,RUPIAH/KAPITA/BULAN,2016
338,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,312499,RUPIAH/KAPITA/BULAN,2016
339,32,JAWA BARAT,3215,KABUPATEN KARAWANG,386282,RUPIAH/KAPITA/BULAN,2016
340,32,JAWA BARAT,3216,KABUPATEN BEKASI,416058,RUPIAH/KAPITA/BULAN,2016
341,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,294823,RUPIAH/KAPITA/BULAN,2016
342,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,327399,RUPIAH/KAPITA/BULAN,2016
343,32,JAWA BARAT,3271,KOTA BOGOR,416779,RUPIAH/KAPITA/BULAN,2016
344,32,JAWA BARAT,3272,KOTA SUKABUMI,441948,RUPIAH/KAPITA/BULAN,2016
345,32,JAWA BARAT,3273,KOTA BANDUNG,400541,RUPIAH/KAPITA/BULAN,2016
346,32,JAWA BARAT,3274,KOTA CIREBON,373866,RUPIAH/KAPITA/BULAN,2016
347,32,JAWA BARAT,3275,KOTA BEKASI,521813,RUPIAH/KAPITA/BULAN,2016
348,32,JAWA BARAT,3276,KOTA DEPOK,522934,RUPIAH/KAPITA/BULAN,2016
349,32,JAWA BARAT,3277,KOTA CIMAHI,411665,RUPIAH/KAPITA/BULAN,2016
350,32,JAWA BARAT,3278,KOTA TASIKMALAYA,397215,RUPIAH/KAPITA/BULAN,2016
351,32,JAWA BARAT,3279,KOTA BANJAR,289369,RUPIAH/KAPITA/BULAN,2016
352,32,JAWA BARAT,3201,KABUPATEN BOGOR,337550,RUPIAH/KAPITA/BULAN,2017
353,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,284603,RUPIAH/KAPITA/BULAN,2017
354,32,JAWA BARAT,3203,KABUPATEN CIANJUR,320390,RUPIAH/KAPITA/BULAN,2017
355,32,JAWA BARAT,3204,KABUPATEN BANDUNG,310569,RUPIAH/KAPITA/BULAN,2017
356,32,JAWA BARAT,3205,KABUPATEN GARUT,267252,RUPIAH/KAPITA/BULAN,2017
357,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,284462,RUPIAH/KAPITA/BULAN,2017
358,32,JAWA BARAT,3207,KABUPATEN CIAMIS,334038,RUPIAH/KAPITA/BULAN,2017
359,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,302061,RUPIAH/KAPITA/BULAN,2017
360,32,JAWA BARAT,3209,KABUPATEN CIREBON,346240,RUPIAH/KAPITA/BULAN,2017
361,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,409559,RUPIAH/KAPITA/BULAN,2017
362,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,307394,RUPIAH/KAPITA/BULAN,2017
363,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,413857,RUPIAH/KAPITA/BULAN,2017
364,32,JAWA BARAT,3213,KABUPATEN SUBANG,316317,RUPIAH/KAPITA/BULAN,2017
365,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,325607,RUPIAH/KAPITA/BULAN,2017
366,32,JAWA BARAT,3215,KABUPATEN KARAWANG,408579,RUPIAH/KAPITA/BULAN,2017
367,32,JAWA BARAT,3216,KABUPATEN BEKASI,434112,RUPIAH/KAPITA/BULAN,2017
368,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,309304,RUPIAH/KAPITA/BULAN,2017
369,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,342672,RUPIAH/KAPITA/BULAN,2017
370,32,JAWA BARAT,3271,KOTA BOGOR,450078,RUPIAH/KAPITA/BULAN,2017
371,32,JAWA BARAT,3272,KOTA SUKABUMI,470133,RUPIAH/KAPITA/BULAN,2017
372,32,JAWA BARAT,3273,KOTA BANDUNG,420579,RUPIAH/KAPITA/BULAN,2017
373,32,JAWA BARAT,3274,KOTA CIREBON,392725,RUPIAH/KAPITA/BULAN,2017
374,32,JAWA BARAT,3275,KOTA BEKASI,544534,RUPIAH/KAPITA/BULAN,2017
375,32,JAWA BARAT,3276,KOTA DEPOK,556470,RUPIAH/KAPITA/BULAN,2017
376,32,JAWA BARAT,3277,KOTA CIMAHI,433759,RUPIAH/KAPITA/BULAN,2017
377,32,JAWA BARAT,3278,KOTA TASIKMALAYA,416837,RUPIAH/KAPITA/BULAN,2017
378,32,JAWA BARAT,3279,KOTA BANJAR,305603,RUPIAH/KAPITA/BULAN,2017
379,32,JAWA BARAT,3201,KABUPATEN BOGOR,359787,RUPIAH/KAPITA/BULAN,2018
380,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,302213,RUPIAH/KAPITA/BULAN,2018
381,32,JAWA BARAT,3203,KABUPATEN CIANJUR,340882,RUPIAH/KAPITA/BULAN,2018
382,32,JAWA BARAT,3204,KABUPATEN BANDUNG,334929,RUPIAH/KAPITA/BULAN,2018
383,32,JAWA BARAT,3205,KABUPATEN GARUT,282683,RUPIAH/KAPITA/BULAN,2018
384,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,306759,RUPIAH/KAPITA/BULAN,2018
385,32,JAWA BARAT,3207,KABUPATEN CIAMIS,357382,RUPIAH/KAPITA/BULAN,2018
386,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,332483,RUPIAH/KAPITA/BULAN,2018
387,32,JAWA BARAT,3209,KABUPATEN CIREBON,370747,RUPIAH/KAPITA/BULAN,2018
388,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,440776,RUPIAH/KAPITA/BULAN,2018
389,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,334743,RUPIAH/KAPITA/BULAN,2018
390,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,447378,RUPIAH/KAPITA/BULAN,2018
391,32,JAWA BARAT,3213,KABUPATEN SUBANG,331557,RUPIAH/KAPITA/BULAN,2018
392,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,352061,RUPIAH/KAPITA/BULAN,2018
393,32,JAWA BARAT,3215,KABUPATEN KARAWANG,433972,RUPIAH/KAPITA/BULAN,2018
394,32,JAWA BARAT,3216,KABUPATEN BEKASI,463507,RUPIAH/KAPITA/BULAN,2018
395,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,329415,RUPIAH/KAPITA/BULAN,2018
396,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,360960,RUPIAH/KAPITA/BULAN,2018
397,32,JAWA BARAT,3271,KOTA BOGOR,480749,RUPIAH/KAPITA/BULAN,2018
398,32,JAWA BARAT,3272,KOTA SUKABUMI,497995,RUPIAH/KAPITA/BULAN,2018
399,32,JAWA BARAT,3273,KOTA BANDUNG,448902,RUPIAH/KAPITA/BULAN,2018
400,32,JAWA BARAT,3274,KOTA CIREBON,426738,RUPIAH/KAPITA/BULAN,2018
401,32,JAWA BARAT,3275,KOTA BEKASI,582723,RUPIAH/KAPITA/BULAN,2018
402,32,JAWA BARAT,3276,KOTA DEPOK,615255,RUPIAH/KAPITA/BULAN,2018
403,32,JAWA BARAT,3277,KOTA CIMAHI,462969,RUPIAH/KAPITA/BULAN,2018
404,32,JAWA BARAT,3278,KOTA TASIKMALAYA,447008,RUPIAH/KAPITA/BULAN,2018
405,32,JAWA BARAT,3279,KOTA BANJAR,324958,RUPIAH/KAPITA/BULAN,2018
406,32,JAWA BARAT,3201,KABUPATEN BOGOR,373799,RUPIAH/KAPITA/BULAN,2019
407,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,309676,RUPIAH/KAPITA/BULAN,2019
408,32,JAWA BARAT,3203,KABUPATEN CIANJUR,350760,RUPIAH/KAPITA/BULAN,2019
409,32,JAWA BARAT,3204,KABUPATEN BANDUNG,345177,RUPIAH/KAPITA/BULAN,2019
410,32,JAWA BARAT,3205,KABUPATEN GARUT,301202,RUPIAH/KAPITA/BULAN,2019
411,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,311848,RUPIAH/KAPITA/BULAN,2019
412,32,JAWA BARAT,3207,KABUPATEN CIAMIS,363750,RUPIAH/KAPITA/BULAN,2019
413,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,340775,RUPIAH/KAPITA/BULAN,2019
414,32,JAWA BARAT,3209,KABUPATEN CIREBON,381372,RUPIAH/KAPITA/BULAN,2019
415,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,445184,RUPIAH/KAPITA/BULAN,2019
416,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,342073,RUPIAH/KAPITA/BULAN,2019
417,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,458240,RUPIAH/KAPITA/BULAN,2019
418,32,JAWA BARAT,3213,KABUPATEN SUBANG,339607,RUPIAH/KAPITA/BULAN,2019
419,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,367273,RUPIAH/KAPITA/BULAN,2019
420,32,JAWA BARAT,3215,KABUPATEN KARAWANG,440347,RUPIAH/KAPITA/BULAN,2019
421,32,JAWA BARAT,3216,KABUPATEN BEKASI,481732,RUPIAH/KAPITA/BULAN,2019
422,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,341307,RUPIAH/KAPITA/BULAN,2019
423,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,367748,RUPIAH/KAPITA/BULAN,2019
424,32,JAWA BARAT,3271,KOTA BOGOR,513343,RUPIAH/KAPITA/BULAN,2019
425,32,JAWA BARAT,3272,KOTA SUKABUMI,520742,RUPIAH/KAPITA/BULAN,2019
426,32,JAWA BARAT,3273,KOTA BANDUNG,474448,RUPIAH/KAPITA/BULAN,2019
427,32,JAWA BARAT,3274,KOTA CIREBON,444574,RUPIAH/KAPITA/BULAN,2019
428,32,JAWA BARAT,3275,KOTA BEKASI,617718,RUPIAH/KAPITA/BULAN,2019
429,32,JAWA BARAT,3276,KOTA DEPOK,644860,RUPIAH/KAPITA/BULAN,2019
430,32,JAWA BARAT,3277,KOTA CIMAHI,484804,RUPIAH/KAPITA/BULAN,2019
431,32,JAWA BARAT,3278,KOTA TASIKMALAYA,457899,RUPIAH/KAPITA/BULAN,2019
432,32,JAWA BARAT,3279,KOTA BANJAR,334590,RUPIAH/KAPITA/BULAN,2019
433,32,JAWA BARAT,3201,KABUPATEN BOGOR,402877,RUPIAH/KAPITA/BULAN,2020
434,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,328284,RUPIAH/KAPITA/BULAN,2020
435,32,JAWA BARAT,3203,KABUPATEN CIANJUR,371699,RUPIAH/KAPITA/BULAN,2020
436,32,JAWA BARAT,3204,KABUPATEN BANDUNG,367403,RUPIAH/KAPITA/BULAN,2020
437,32,JAWA BARAT,3205,KABUPATEN GARUT,310437,RUPIAH/KAPITA/BULAN,2020
438,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,323880,RUPIAH/KAPITA/BULAN,2020
439,32,JAWA BARAT,3207,KABUPATEN CIAMIS,378108,RUPIAH/KAPITA/BULAN,2020
440,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,352358,RUPIAH/KAPITA/BULAN,2020
441,32,JAWA BARAT,3209,KABUPATEN CIREBON,393452,RUPIAH/KAPITA/BULAN,2020
442,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,453201,RUPIAH/KAPITA/BULAN,2020
443,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,353092,RUPIAH/KAPITA/BULAN,2020
444,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,474807,RUPIAH/KAPITA/BULAN,2020
445,32,JAWA BARAT,3213,KABUPATEN SUBANG,351885,RUPIAH/KAPITA/BULAN,2020
446,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,378287,RUPIAH/KAPITA/BULAN,2020
447,32,JAWA BARAT,3215,KABUPATEN KARAWANG,466152,RUPIAH/KAPITA/BULAN,2020
448,32,JAWA BARAT,3216,KABUPATEN BEKASI,518667,RUPIAH/KAPITA/BULAN,2020
449,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,362212,RUPIAH/KAPITA/BULAN,2020
450,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,382264,RUPIAH/KAPITA/BULAN,2020
451,32,JAWA BARAT,3271,KOTA BOGOR,547399,RUPIAH/KAPITA/BULAN,2020
452,32,JAWA BARAT,3272,KOTA SUKABUMI,547415,RUPIAH/KAPITA/BULAN,2020
453,32,JAWA BARAT,3273,KOTA BANDUNG,500452,RUPIAH/KAPITA/BULAN,2020
454,32,JAWA BARAT,3274,KOTA CIREBON,457954,RUPIAH/KAPITA/BULAN,2020
455,32,JAWA BARAT,3275,KOTA BEKASI,657953,RUPIAH/KAPITA/BULAN,2020
456,32,JAWA BARAT,3276,KOTA DEPOK,688194,RUPIAH/KAPITA/BULAN,2020
457,32,JAWA BARAT,3277,KOTA CIMAHI,511375,RUPIAH/KAPITA/BULAN,2020
458,32,JAWA BARAT,3278,KOTA TASIKMALAYA,470150,RUPIAH/KAPITA/BULAN,2020
459,32,JAWA BARAT,3279,KOTA BANJAR,344363,RUPIAH/KAPITA/BULAN,2020
460,32,JAWA BARAT,3201,KABUPATEN BOGOR,418483,RUPIAH/KAPITA/BULAN,2021
461,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,342094,RUPIAH/KAPITA/BULAN,2021
462,32,JAWA BARAT,3203,KABUPATEN CIANJUR,387631,RUPIAH/KAPITA/BULAN,2021
463,32,JAWA BARAT,3204,KABUPATEN BANDUNG,378819,RUPIAH/KAPITA/BULAN,2021
464,32,JAWA BARAT,3205,KABUPATEN GARUT,320050,RUPIAH/KAPITA/BULAN,2021
465,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,333909,RUPIAH/KAPITA/BULAN,2021
466,32,JAWA BARAT,3207,KABUPATEN CIAMIS,389676,RUPIAH/KAPITA/BULAN,2021
467,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,358069,RUPIAH/KAPITA/BULAN,2021
468,32,JAWA BARAT,3209,KABUPATEN CIREBON,404635,RUPIAH/KAPITA/BULAN,2021
469,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,466813,RUPIAH/KAPITA/BULAN,2021
470,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,360054,RUPIAH/KAPITA/BULAN,2021
471,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,481754,RUPIAH/KAPITA/BULAN,2021
472,32,JAWA BARAT,3213,KABUPATEN SUBANG,360691,RUPIAH/KAPITA/BULAN,2021
473,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,387754,RUPIAH/KAPITA/BULAN,2021
474,32,JAWA BARAT,3215,KABUPATEN KARAWANG,494201,RUPIAH/KAPITA/BULAN,2021
475,32,JAWA BARAT,3216,KABUPATEN BEKASI,549875,RUPIAH/KAPITA/BULAN,2021
476,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,374470,RUPIAH/KAPITA/BULAN,2021
477,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,394101,RUPIAH/KAPITA/BULAN,2021
478,32,JAWA BARAT,3271,KOTA BOGOR,571425,RUPIAH/KAPITA/BULAN,2021
479,32,JAWA BARAT,3272,KOTA SUKABUMI,567734,RUPIAH/KAPITA/BULAN,2021
480,32,JAWA BARAT,3273,KOTA BANDUNG,515396,RUPIAH/KAPITA/BULAN,2021
481,32,JAWA BARAT,3274,KOTA CIREBON,467248,RUPIAH/KAPITA/BULAN,2021
482,32,JAWA BARAT,3275,KOTA BEKASI,692885,RUPIAH/KAPITA/BULAN,2021
483,32,JAWA BARAT,3276,KOTA DEPOK,705084,RUPIAH/KAPITA/BULAN,2021
484,32,JAWA BARAT,3277,KOTA CIMAHI,522281,RUPIAH/KAPITA/BULAN,2021
485,32,JAWA BARAT,3278,KOTA TASIKMALAYA,480341,RUPIAH/KAPITA/BULAN,2021
486,32,JAWA BARAT,3279,KOTA BANJAR,357210,RUPIAH/KAPITA/BULAN,2021
487,32,JAWA BARAT,3201,KABUPATEN BOGOR,443787,RUPIAH/KAPITA/BULAN,2022
488,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,357636,RUPIAH/KAPITA/BULAN,2022
489,32,JAWA BARAT,3203,KABUPATEN CIANJUR,406829,RUPIAH/KAPITA/BULAN,2022
490,32,JAWA BARAT,3204,KABUPATEN BANDUNG,398884,RUPIAH/KAPITA/BULAN,2022
491,32,JAWA BARAT,3205,KABUPATEN GARUT,335134,RUPIAH/KAPITA/BULAN,2022
492,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,347917,RUPIAH/KAPITA/BULAN,2022
493,32,JAWA BARAT,3207,KABUPATEN CIAMIS,405294,RUPIAH/KAPITA/BULAN,2022
494,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,371665,RUPIAH/KAPITA/BULAN,2022
495,32,JAWA BARAT,3209,KABUPATEN CIREBON,416914,RUPIAH/KAPITA/BULAN,2022
496,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,483319,RUPIAH/KAPITA/BULAN,2022
497,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,371870,RUPIAH/KAPITA/BULAN,2022
498,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,499805,RUPIAH/KAPITA/BULAN,2022
499,32,JAWA BARAT,3213,KABUPATEN SUBANG,372308,RUPIAH/KAPITA/BULAN,2022
500,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,403663,RUPIAH/KAPITA/BULAN,2022
501,32,JAWA BARAT,3215,KABUPATEN KARAWANG,521158,RUPIAH/KAPITA/BULAN,2022
502,32,JAWA BARAT,3216,KABUPATEN BEKASI,579221,RUPIAH/KAPITA/BULAN,2022
503,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,393956,RUPIAH/KAPITA/BULAN,2022
504,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,411174,RUPIAH/KAPITA/BULAN,2022
505,32,JAWA BARAT,3271,KOTA BOGOR,608949,RUPIAH/KAPITA/BULAN,2022
506,32,JAWA BARAT,3272,KOTA SUKABUMI,594118,RUPIAH/KAPITA/BULAN,2022
507,32,JAWA BARAT,3273,KOTA BANDUNG,545675,RUPIAH/KAPITA/BULAN,2022
508,32,JAWA BARAT,3274,KOTA CIREBON,485613,RUPIAH/KAPITA/BULAN,2022
509,32,JAWA BARAT,3275,KOTA BEKASI,731392,RUPIAH/KAPITA/BULAN,2022
510,32,JAWA BARAT,3276,KOTA DEPOK,744771,RUPIAH/KAPITA/BULAN,2022
511,32,JAWA BARAT,3277,KOTA CIMAHI,549450,RUPIAH/KAPITA/BULAN,2022
512,32,JAWA BARAT,3278,KOTA TASIKMALAYA,498711,RUPIAH/KAPITA/BULAN,2022
513,32,JAWA BARAT,3279,KOTA BANJAR,373510,RUPIAH/KAPITA/BULAN,2022
514,32,JAWA BARAT,3201,KABUPATEN BOGOR,482174,RUPIAH/KAPITA/BULAN,2023
