kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,tahun,garis_kemiskinan,garis_kemiskinan_was_imputed,persentase_penduduk_miskin,persentase_penduduk_miskin_was_imputed,indeks_keparahan_kemiskinan,indeks_keparahan_kemiskinan_was_imputed,indeks_pembangunan_manusia,indeks_pembangunan_manusia_was_imputed,tingkat_pengangguran_terbuka,tingkat_pengangguran_terbuka_was_imputed,garis_kemiskinan_yoy_change,garis_kemiskinan_yoy_pct_change,persentase_penduduk_miskin_yoy_change,persentase_penduduk_miskin_yoy_pct_change,indeks_keparahan_kemiskinan_yoy_change,indeks_keparahan_kemiskinan_yoy_pct_change,indeks_pembangunan_manusia_yoy_change,indeks_pembangunan_manusia_yoy_pct_change,tingkat_pengangguran_terbuka_yoy_change,tingkat_pengangguran_terbuka_yoy_pct_change,persentase_miskin_rolling_3y,arah_tren_kemiskinan,persentase_penduduk_miskin_risk_z,indeks_keparahan_kemiskinan_risk_z,indeks_pembangunan_manusia_risk_z,tingkat_pengangguran_terbuka_risk_z,jumlah_komponen_skor_kerentanan,skor_kerentanan_sosial,peringkat_prioritas_intervensi,prioritas_intervensi,jumlah_indikator_diimputasi,jumlah_indikator_tersedia
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,2023,392705.0,False,7.01,False,0.23,False,68.49,False,7.32,False,35069.0,9.805780178729218,-0.33000000000000007,-4.495912806539515,0.04000000000000001,21.052631578947366,0.8499999999999943,1.256652868125352,-0.4499999999999993,-5.79150579150578,7.3500000000000005,turun,-0.444401779144402,-0.37028920446093916,1.0340254757792209,0.06754647868533512,4,0.0717,14,sedang,0,5
32,JAWA BARAT,3201,KABUPATEN BOGOR,2023,482174.0,False,7.27,False,0.21,False,71.78,False,8.47,False,38387.0,8.649870320671859,-0.46000000000000085,-5.950840879689534,-0.24000000000000002,-53.33333333333334,0.5799999999999983,0.8146067415730318,-2.17,-20.394736842105267,7.710000000000001,turun,-0.34536366836364957,-0.5162426135185358,0.318997583723576,0.6469161370222569,4,0.0261,15,sedang,0,5
32,JAWA BARAT,3274,KOTA CIREBON,2023,520579.0,False,9.16,False,0.29,False,76.46,False,7.66,False,34966.0,7.200383844748792,-0.6600000000000001,-6.720977596741351,-0.010000000000000009,-3.3333333333333326,0.5699999999999932,0.7510870997496255,-0.7599999999999998,-9.02612826603325,9.67,turun,0.3745672138502822,0.06757102271185013,-0.6981241593829304,0.2388383776719032,4,-0.0043,16,sedang,0,5
32,JAWA BARAT,3272,KOTA SUKABUMI,2023,644276.0,False,7.5,False,0.31,False,76.32,False,8.53,False,50158.0,8.442430628259023,-0.5199999999999996,-6.483790523690769,-0.07,-18.42105263157895,0.9199999999999875,1.2201591511936227,-0.3000000000000007,-3.3975084937712396,7.923333333333332,turun,-0.257753031903753,0.21352443176944677,-0.6676974405720517,0.6771441191963565,4,-0.0087,17,sedang,0,5
32,JAWA BARAT,3204,KABUPATEN BANDUNG,2023,426069.0,False,6.4,False,0.29,False,73.74,False,6.52,False,27185.0,6.815264588201075,-0.39999999999999947,-5.88235294117646,0.07999999999999999,38.095238095238095,0.5799999999999983,0.7927829414980936,-0.46000000000000085,-6.5902578796561695,6.783333333333334,turun,-0.6767604236684749,0.06757102271185013,-0.10697647962872084,-0.33549328363600206,4,-0.2629,18,sedang,0,5
32,JAWA BARAT,3271,KOTA BOGOR,2023,661384.0,False,6.67,False,0.2,False,77.85,False,9.39,False,52435.0,8.61073751660648,-0.4299999999999997,-6.056338028169006,-0.08999999999999997,-31.034482758620683,0.6799999999999926,0.8811714396786297,-1.3899999999999988,-12.894248608534308,7.003333333333333,turun,-0.5739131547807705,-0.589219318047334,-1.000218010433795,1.1104118636917943,4,-0.2632,19,sedang,0,5
32,JAWA BARAT,3216,KABUPATEN BEKASI,2023,632811.0,False,4.93,False,0.2,False,75.76,False,8.87,False,53590.0,9.252081675215496,-0.08000000000000007,-1.5968063872255467,0.020000000000000018,11.111111111111116,0.5400000000000063,0.7178941770805691,-1.4400000000000013,-13.967022308438427,5.05,stabil,-1.236706665390422,-0.589219318047334,-0.5459905653285406,0.8484360181829247,4,-0.3809,20,sedang,0,5
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,2023,447242.0,False,8.98,False,0.27,False,69.38,False,1.52,False,36068.0,8.77195542519711,-0.33999999999999986,-3.648068669527893,0.010000000000000009,3.8461538461538547,0.3499999999999943,0.5070259307547342,-0.040000000000000036,-2.564102564102566,9.316666666666666,turun,0.30600236792514596,-0.07838238634574611,0.8405984776243506,-2.8544917981443567,4,-0.4466,21,sedang,0,5
32,JAWA BARAT,3277,KOTA CIMAHI,2023,590197.0,False,4.66,False,0.1,False,79.46,False,10.52,False,40747.0,7.415961415961414,-0.4500000000000002,-8.80626223091977,-0.04000000000000001,-28.57142857142857,0.6899999999999977,0.8759680081249277,-0.25,-2.32126276694522,5.04,turun,-1.3395539342781262,-1.3189863633353165,-1.350125276758897,1.679705527970682,4,-0.5822,22,rendah,0,5
32,JAWA BARAT,3207,KABUPATEN CIAMIS,2023,442108.0,False,7.42,False,0.17,False,72.05,False,3.52,False,36814.0,9.08328275276713,-0.2999999999999998,-3.886010362694303,-0.06999999999999998,-29.166666666666664,0.5999999999999943,0.8397480755773179,-0.22999999999999998,-6.133333333333335,7.703333333333333,turun,-0.28822629675936917,-0.8081494316337287,0.26031748315973985,-1.8468923923410148,4,-0.6707,23,rendah,0,5
32,JAWA BARAT,3279,KOTA BANJAR,2023,408710.0,False,6.14,False,0.12,False,73.08,False,5.43,False,35200.0,9.424111804235501,-0.5900000000000007,-8.766716196136715,-0.16000000000000003,-57.14285714285715,0.5300000000000011,0.730530668504481,-0.10000000000000053,-1.8083182640144746,6.66,turun,-0.7757985344492276,-1.17303295427772,0.03646376619399108,-0.8846349597988233,4,-0.6993,24,rendah,0,5
32,JAWA BARAT,3273,KOTA BANDUNG,2023,591124.0,False,3.96,False,0.15,False,83.04,False,8.83,False,45449.0,8.328950382553725,-0.29000000000000004,-6.8235294117647065,-0.020000000000000018,-11.764705882352954,0.5400000000000063,0.6545454545454632,-0.7200000000000006,-7.539267015706807,4.193333333333334,turun,-1.6061950017647677,-0.9541028406913253,-2.12817994349422,0.8282840300668582,4,-0.965,25,rendah,0,5
32,JAWA BARAT,3275,KOTA BEKASI,2023,795965.0,False,4.1,False,0.13,False,83.03,False,7.9,False,64573.0,8.828781282814147,-0.33000000000000007,-7.44920993227991,-0.14,-51.85185185185186,0.5700000000000074,0.691244239631339,-0.9100000000000001,-10.329171396140746,4.423333333333333,turun,-1.5528667882674394,-1.1000562497489217,-2.126006606436299,0.35975030636830435,4,-1.1048,26,rendah,0,5
32,JAWA BARAT,3276,KOTA DEPOK,2023,804984.0,False,2.38,False,0.03,False,82.38,False,6.97,False,60213.0,8.084766995492565,-0.1499999999999999,-5.928853754940711,-0.07,-70.0,0.519999999999996,0.6352308819936425,-0.8500000000000005,-10.869565217391308,2.4966666666666666,turun,-2.2080419826631865,-1.8298232950369042,-1.9847396976715048,-0.10878341733025,4,-1.5328,27,rendah,0,5
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,2024,420867.0,False,11.88,False,0.53,False,71.26,False,7.78,False,18100.0,4.4939133543711485,-0.23999999999999844,-1.9801980198019709,0.11000000000000004,26.190476190476208,0.5400000000000063,0.7635746606335037,-1.71,-18.01896733403583,12.253333333333332,turun,1.4872922189112345,2.014073083235905,0.5561430860204464,0.749539450286508,4,1.2018,1,sangat_tinggi,0,5
32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,2024,560159.0,False,11.93,False,0.54,False,69.83,False,6.25,False,27614.0,5.185289506051127,-0.20000000000000107,-1.6488046166529324,-0.07999999999999996,-12.903225806451601,0.5799999999999983,0.8375451263537892,-0.20999999999999996,-3.2507739938080538,12.276666666666666,turun,1.506529973970448,2.094636006565341,0.8674767753237602,-0.16410689646284776,4,1.0761,2,sangat_tinggi,0,5
32,JAWA BARAT,3203,KABUPATEN CIANJUR,2024,466509.0,False,10.14,False,0.41,False,67.24,False,5.99,False,29182.0,6.672810048316258,-0.08000000000000007,-0.7827788649706457,0.14999999999999997,57.692307692307686,0.6899999999999977,1.0368144252441702,-1.7199999999999998,-22.308690012970168,10.303333333333335,stabil,0.8178183428505872,1.04731800328267,1.431360869936054,-0.3193670599627381,4,0.7443,3,sangat_tinggi,0,5
32,JAWA BARAT,3213,KABUPATEN SUBANG,2024,434161.0,False,9.49,False,0.46,False,71.36,False,6.73,False,29841.0,7.380540166204996,-0.02999999999999936,-0.31512605042015585,-0.09000000000000002,-16.36363636363637,0.6599999999999966,0.933521923620928,-0.9199999999999999,-12.026143790849675,9.586666666666666,stabil,0.567727527080805,1.4501326199298514,0.5343714993558804,0.12252725153695034,4,0.6687,4,sangat_tinggi,0,5
32,JAWA BARAT,3209,KABUPATEN CIREBON,2024,475046.0,False,11.0,False,0.36,False,71.44,False,6.74,False,23193.0,5.132864006657023,-0.1999999999999993,-1.7857142857142794,-0.17000000000000004,-32.07547169811321,0.4899999999999949,0.6906272022551008,-0.9100000000000001,-11.89542483660131,11.403333333333334,turun,1.1487077298690678,0.6445033866354892,0.5169542300242269,0.128498796286946,4,0.6097,5,sangat_tinggi,0,5
32,JAWA BARAT,3205,KABUPATEN GARUT,2024,393464.0,False,9.68,False,0.29,False,68.79,False,6.96,False,25783.0,7.01232862182164,-0.08999999999999986,-0.92118730808598,0.05999999999999997,26.08695652173911,0.6800000000000068,0.9983849654970012,-0.3700000000000001,-5.047748976807642,9.956666666666665,stabil,0.640830996305818,0.08056292332943582,1.0939012766352585,0.25987278078685316,4,0.5188,6,tinggi,0,5
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,2024,547912.0,False,10.82,False,0.45,False,69.74,False,4.01,False,27199.0,5.2234148177594975,-0.39000000000000057,-3.479036574487071,0.19,73.07692307692308,0.6099999999999994,0.882395486764076,-0.11000000000000032,-2.669902912621369,11.323333333333332,turun,1.0794518116558975,1.3695696966004152,0.8870712033218715,-1.5017329204619045,4,0.4586,7,tinggi,0,5
32,JAWA BARAT,3211,KABUPATEN SUMEDANG,2024,422714.0,False,9.1,False,0.45,False,73.73,False,6.16,False,26141.0,6.591724600514914,-0.2599999999999998,-2.777777777777779,0.10000000000000003,28.57142857142858,0.5499999999999972,0.7515714676140872,-0.7800000000000002,-11.239193083573495,9.533333333333333,turun,0.4176730376189355,1.3695696966004152,0.018384895405634386,-0.21785079921280978,4,0.3969,8,tinggi,0,5
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,2024,455325.0,False,10.49,False,0.23,False,70.03,False,6.7,False,28970.0,6.794807144281179,-0.02999999999999936,-0.2851711026615855,-0.11000000000000001,-32.352941176470594,0.4200000000000017,0.6033615859790231,-1.4099999999999993,-17.38594327990135,10.610000000000001,stabil,0.952482628265085,-0.4028146166471811,0.8239336019946251,0.10461261728696282,4,0.3696,9,tinggi,0,5
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,2024,467948.0,False,8.41,False,0.35,False,72.65,False,7.34,False,33761.0,7.775681906643905,-0.05000000000000071,-0.5910165484633634,-0.010000000000000009,-2.777777777777779,0.5600000000000023,0.7768067693161296,-0.3799999999999999,-4.922279792746109,8.523333333333333,stabil,0.15219201780178246,0.563940463306053,0.2535180313829608,0.4867914812866931,4,0.3641,10,tinggi,0,5
32,JAWA BARAT,3215,KABUPATEN KARAWANG,2024,597345.0,False,7.86,False,0.28,False,72.9,False,8.04,False,41456.0,7.457603946111546,-0.009999999999999787,-0.12706480304954804,0.060000000000000026,27.272727272727295,0.5500000000000114,0.7601935038009877,-0.9100000000000001,-10.167597765363134,8.056666666666667,stabil,-0.05942328784957152,0.0,0.19908906472154259,0.9047996137863978,4,0.2611,11,tinggi,0,5
32,JAWA BARAT,3278,KOTA TASIKMALAYA,2024,565377.0,False,11.1,False,0.26,False,75.04,False,6.49,False,27880.0,5.187005694915503,-0.4299999999999997,-3.7294015611448406,-0.06,-18.75,0.5700000000000074,0.7654088894857081,-0.05999999999999961,-0.9160305343511421,11.783333333333333,turun,1.1871832399874958,-0.16112584665887253,-0.2668228899001977,-0.02078982246294872,4,0.1846,12,tinggi,0,5
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,2024,416751.0,False,6.87,False,0.2,False,68.97,False,7.11,False,24046.0,6.1231713372633445,-0.13999999999999968,-1.9971469329529201,-0.03,-13.043478260869568,0.480000000000004,0.7008322382829668,-0.20999999999999996,-2.868852459016391,7.073333333333333,turun,-0.4403308380220089,-0.6445033866354897,1.0547124206390388,0.34944595203679024,4,0.0798,13,tinggi,0,5
32,JAWA BARAT,3201,KABUPATEN BOGOR,2024,513512.0,False,7.05,False,0.26,False,72.39,False,7.34,False,31338.0,6.499313525822625,-0.21999999999999975,-3.0261348005502064,0.05000000000000002,23.809523809523814,0.6099999999999994,0.8498188910559978,-1.1300000000000008,-13.341204250295169,7.3500000000000005,turun,-0.37107491980883855,-0.16112584665887253,0.31012415671083693,0.4867914812866931,4,0.0662,14,sedang,0,5
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,2024,400148.0,False,10.23,False,0.15,False,68.36,False,3.74,False,21190.0,5.591648678745398,-0.049999999999998934,-0.4863813229571856,-0.27,-64.28571428571428,0.5999999999999943,0.8854781582054327,-0.1499999999999999,-3.856041131105392,10.413333333333334,stabil,0.8524463019571723,-1.0473180032826708,1.1875190992928992,-1.6629646287117905,4,-0.1676,15,sedang,0,5
32,JAWA BARAT,3272,KOTA SUKABUMI,2024,678258.0,False,7.2,False,0.18,False,76.85,False,8.34,False,33982.0,5.274447596992604,-0.2999999999999998,-3.9999999999999925,-0.13,-41.93548387096775,0.5300000000000011,0.694444444444442,-0.1899999999999995,-2.2274325908557935,7.573333333333333,turun,-0.3133616546311964,-0.8056292332943622,-0.6608886085288632,1.0839459562862719,4,-0.174,16,sedang,0,5
32,JAWA BARAT,3274,KOTA CIREBON,2024,545592.0,False,9.02,False,0.25,False,77.08,False,6.29,False,25013.0,4.804842300592216,-0.14000000000000057,-1.5283842794759916,-0.03999999999999998,-13.793103448275856,0.6200000000000045,0.8108815066701691,-1.37,-17.885117493472592,9.333333333333334,turun,0.38689262952419307,-0.24168876998830882,-0.7109632578573688,-0.1402207174628646,4,-0.1765,17,sedang,0,5
32,JAWA BARAT,3271,KOTA BOGOR,2024,699861.0,False,6.53,False,0.24,False,78.52,False,8.13,False,38477.0,5.817649051080753,-0.13999999999999968,-2.0989505247376306,0.03999999999999998,19.999999999999996,0.6700000000000017,0.8606294155427019,-1.2599999999999998,-13.418530351437695,6.766666666666667,turun,-0.5711475724246641,-0.32225169331774506,-1.0244741058271374,0.9585435165363609,4,-0.2398,18,sedang,0,5
32,JAWA BARAT,3216,KABUPATEN BEKASI,2024,674924.0,False,4.8,False,0.17,False,76.44,False,8.82,False,42113.0,6.654909601761028,-0.1299999999999999,-2.6369168356997985,-0.03,-15.000000000000002,0.6799999999999926,0.8975712777191003,-0.049999999999998934,-0.5636978579481311,4.913333333333333,turun,-1.2367738974734688,-0.8861921566237984,-0.5716251032041381,1.3705801042860701,4,-0.331,19,sedang,0,5
32,JAWA BARAT,3279,KOTA BANJAR,2024,430590.0,False,5.85,False,0.29,False,73.64,False,5.44,False,21880.0,5.353429081745009,-0.29000000000000004,-4.723127035830621,0.16999999999999998,141.66666666666666,0.5600000000000023,0.766283524904221,0.010000000000000675,0.18416206261511192,6.239999999999999,turun,-0.8327810412299748,0.08056292332943582,0.0379793234037457,-0.6478020212125064,4,-0.3405,20,sedang,0,5
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,2024,470068.0,False,8.75,False,0.29,False,69.85,False,1.58,False,22826.0,5.103724605470861,-0.23000000000000043,-2.5612472160356448,0.019999999999999962,7.407407407407396,0.46999999999999886,0.6774286537907237,0.06000000000000005,3.9473684210526327,9.016666666666666,turun,0.2830087522044376,0.08056292332943582,0.8631224579908476,-2.9528182947108808,4,-0.4315,21,sedang,0,5
32,JAWA BARAT,3277,KOTA CIMAHI,2024,612567.0,False,4.39,False,0.21,False,80.08,False,8.97,False,22370.0,3.790259862384926,-0.27000000000000046,-5.793991416309019,0.10999999999999999,109.99999999999997,0.6200000000000045,0.7802668009061264,-1.549999999999999,-14.7338403041825,4.72,turun,-1.3945234889590237,-0.5639404633060536,-1.364110857794388,1.4601532755360072,4,-0.4656,22,rendah,0,5
32,JAWA BARAT,3204,KABUPATEN BANDUNG,2024,455636.0,False,6.19,False,0.09,False,74.27,False,6.36,False,29567.0,6.939486327331967,-0.20999999999999996,-3.281250000000002,-0.19999999999999998,-68.96551724137932,0.5300000000000011,0.7187415242744688,-0.15999999999999925,-2.4539877300613355,6.463333333333334,turun,-0.7019643068273193,-1.530695543259288,-0.09918167258302729,-0.09841990421289391,4,-0.6076,23,rendah,0,5
32,JAWA BARAT,3207,KABUPATEN CIAMIS,2024,467497.0,False,7.39,False,0.2,False,72.56,False,3.37,False,25389.0,5.74271444986294,-0.03000000000000025,-0.40431266846361336,0.03,17.647058823529417,0.5100000000000051,0.7078417765440825,-0.1499999999999999,-4.261363636363635,7.510000000000001,stabil,-0.2402581854061834,-0.6445033866354897,0.27311245938107215,-1.8839117844616349,4,-0.6239,24,rendah,0,5
32,JAWA BARAT,3275,KOTA BEKASI,2024,842927.0,False,4.01,False,0.21,False,83.54,False,7.82,False,46962.0,5.900008166188209,-0.08999999999999986,-2.195121951219514,0.07999999999999999,61.53846153846152,0.5100000000000051,0.6142358183788943,-0.08000000000000007,-1.0126582278481067,4.18,stabil,-1.54073042740905,-0.5639404633060536,-2.117407756388418,0.7734256292864912,4,-0.8622,25,rendah,0,5
32,JAWA BARAT,3273,KOTA BANDUNG,2024,614707.0,False,3.87,False,0.14,False,83.52,False,7.4,False,23583.0,3.9895182736616963,-0.08999999999999986,-2.2727272727272707,-0.009999999999999981,-6.666666666666654,0.47999999999998977,0.5780346820809079,-1.4299999999999997,-16.194790486976217,4.026666666666666,stabil,-1.594596141574849,-1.1278809266121068,-2.1130534390555025,0.5226207497866682,4,-1.0782,26,rendah,0,5
32,JAWA BARAT,3276,KOTA DEPOK,2024,843893.0,False,2.34,False,0.07,False,82.91,False,6.27,False,38909.0,4.833512218876401,-0.040000000000000036,-1.6806722689075682,0.04000000000000001,133.33333333333334,0.5300000000000011,0.6433600388443761,-0.7000000000000002,-10.04304160688666,2.4166666666666665,stabil,-2.1832714463867977,-1.6918213899181602,-1.980246760401642,-0.15216380696285645,4,-1.5019,27,rendah,0,5
